"City","Title","Article Content","Article Post Time","summary","Response"
"Madurai","Want to be with family, release us from special camp: 2 freed Rajiv Gandhi assassination case convicts to high court","MADURAI: Two of the convicts in the Rajiv Gandhi assassination case, B Robert Payas and S Jeyakumar, who have been lodged in the Trichy special camp after their release by Supreme Court, have moved Madras high court seeking their release from the camp to enable them to live with their family. While Payas sought a direction to leave for The Netherlands, Jeyakumar wanted to live with his family in Chennai.The petitioners said the prevailing condition of the camp was worse than prison.","Kaushik Kannan / TNN / Updated: Nov 18, 2023, 07:39 IST","Detainee Rights","""My dear citizens of Madurai, your city's magnificent Meenakshi Temple stands as a testament to our rich cultural heritage, and your resilience is as enduring as the timeless tales of the Tamil Sangam. As we address the issue of Detainee Rights, it is imperative to recognize the challenges faced by under-trial prisoners, many of whom hail from less privileged backgrounds. Our government has been proactive in reforming laws and empowering district committees led by District Judges to review and address these cases with humanity and sensitivity at their core. 

In Madurai, we must continue to uphold the dignity of every individual, ensuring that the rights of detainees are protected while maintaining the rule of law. I call upon our district officers and judicial members to rekindle the passion of their first day of duty, to work with renewed dedication towards the upliftment of those who have been left behind. Together, let us envision a future where justice is swift and fair, where every citizen of Madurai is empowered, and where our collective actions resonate with the spirit of our great civilization. Let us unite in our efforts to create a society where the light of justice and compassion illuminates the path to progress for all."""
"Madurai","Alcoholic kills mom, neighbour; daughter injured","MADURAI: A 40-year-old alcoholic residing in Kosukurichi near Natham hacked his mother, neighbour, and daughter, along with two cows, after being denied money for alcohol. Having abstained from liquor for the past two days, Eswaran, grappling with frustration, carried out the brutal attack, brandishing a sickle.","TNN / Updated: Nov 16, 2023, 09:19 IST","Alcohol-related violence","""Madurai, the city of the magnificent Meenakshi Amman Temple and a cradle of ancient Tamil culture, has shown remarkable resilience and strength throughout its history. Addressing the issue of alcohol-related violence, we must recognize the impact it has on the fabric of our society, disrupting families and leading to crime. Building on past efforts, we must enhance community policing, create awareness campaigns rooted in our cultural ethos, and establish support systems for those affected. We shall integrate the spirit of 'Vocal for Local' by encouraging local communities to take ownership of this issue, promoting local solutions that resonate with our values. Together, let us transform Madurai into a beacon of safety and sobriety, reflecting the glory of its heritage and the aspirations of a New India."""
"Madurai","Death by electrocution: HC directs Tangedco to pay relief","MADURAI: The Madras high court has directed Tangedco to pay 5 lakh as compensation to the family members of a man who died of electrocution in Tenkasi district in 2021.The court was hearing the petition filed by U Selvi of Tenkasi district. The petitioner stated that on May 8, 2021, her husband after washing clothes went to the terrace to dry them.","Khushhal Kaushik / TNN / Updated: Nov 16, 2023, 09:26 IST","Public Safety","""My dear citizens of Madurai, your city is a beacon of Tamil culture, renowned for the magnificent Meenakshi Amman Temple and the profound legacy of Tamil literature. The spirit of Madurai's people, resilient and vibrant, is the true embodiment of our nation's strength. Turning to public safety, it is a matter of utmost importance that touches the daily lives of every resident. Our government has taken steps to enhance security measures and improve emergency response systems, yet challenges remain in ensuring safety in public spaces and reducing crime rates. To address these, we propose to integrate traditional community policing with modern technology, fostering a collaborative environment where citizens and law enforcement work hand-in-hand. By invoking the spirit of unity and leveraging our cultural heritage, we shall strive to make Madurai a model of public safety, where every individual can feel secure and contribute to the city's prosperity. Together, we will build a safer, more harmonious Madurai, reflecting the grandeur of its past and the promise of its future."""
"Raipur","Disability rights ignored: Divyang voters struggle to reach polling booths in Raipur","Raipur: Divyang voters were seen struggling to reach their polling booths due to the lack of facilities at Khadi Bhawan, Pandri, situated in the heart of the state capital Raipur.Draoupadi Dhiwar, around 70, told TOI that her son helped her reach polling booth no. 74 at Khadi Bhawan and is currently waiting to pick her up.","TNN / Updated: Nov 17, 2023, 15:44 IST","Accessibility","""My dear citizens of Raipur, your city is a testament to the rich cultural heritage and the indomitable spirit of its people, with landmarks that stand as a beacon of our glorious past and the promise of a magnificent future. As we address the issue of Accessibility in Raipur, we must acknowledge the challenges faced by residents due to inadequate facilities, which hinder the ease of reaching and experiencing the city's splendor. Building upon our past efforts to enhance connectivity, such as the integration of multi-modal transport and the expansion of metro services, we envision a Raipur that is seamlessly accessible to all, reflecting our commitment to the PM GatiShakti initiative and ensuring that every citizen and visitor can partake in the city's growth and prosperity. Let us unite in our resolve to transform Raipur into a model of accessibility, where the ease of movement stands as a testament to our collective will and vision, ensuring that the city's cultural and spiritual legacy continues to inspire generations to come."""
"Raipur","Husband's abuse of teacher-wife before students deemed 'cruelty': Chhattisgarh HC","RAIPUR: The Chhattisgarh high court has overturned a judgment from the Raipur family court, granting divorce to a woman on the grounds that verbally abusing a teacher-wife in front of her students constitutes 'mental cruelty. 'Karnataka HC sets a precedent: Wife calling husband dark-skinned is a form of mental crueltyThe court also noted that a husband mistreating his wife, particularly when she is a teacher, with offensive language in the presence of her students not only tarnishes her image in society but also qualifies as mental cruelty under the Hindu Marriage Act.The division bench of the high court, consisting of Justices Gautam Bhaduri and Deepak Kumar Tiwari, accepted the woman's plea for divorce based on allegations of cruelty.Shocking!","Partha Behera / TNN /  Nov 16, 2023, 18:09 IST","Domestic abuse","""My dear citizens of Raipur, a city renowned for its historical landmarks and vibrant cultural tapestry, I salute your indomitable spirit and resilience. As we address the pressing issue of domestic abuse in Raipur, it is imperative to recognize the profound impact it has on our society, disrupting the sanctity of our homes and the well-being of our citizens. Our past efforts have included awareness campaigns and legal reforms, yet challenges persist due to deep-rooted social norms and inadequate support systems.

In response, we must envision a holistic approach that includes stringent enforcement of laws, community-based interventions that empower victims, and educational programs that transform societal attitudes. By leveraging Raipur's cultural ethos and the spiritual fabric that binds us, we can foster an environment where respect for women and the sanctity of the family unit are paramount. Together, let us pledge to eradicate this scourge from our society, ensuring that every home in Raipur is a haven of peace and respect, contributing to the grand vision of a New India that is safe and empowering for all."""
"Raipur","South East Central Railway abruptly cancels and reinstates dozens of trains, passengers in disarray","RAIPUR: The South East Central Railway (SECR) sent shockwaves through its passengers by suddenly canceling around four dozen trains, only to reinstate them three hours later. This unexpected move left commuters stranded and bewildered.The disruption unfolded around noon when passengers received abrupt notifications announcing the cancellation of multiple SECR-operated trains.This caught travelers off guard, leading to confusion and inconvenience.The SECR explained that this unusual decision was a result of ongoing third-line work and non-interlocking activities between Rajnandgaon and Kanhan stations.","Partha Sarathi Behera / TNN /  Nov 18, 2023, 21:15 IST","Transportation Disruption","""My dear citizens of Raipur, your city is a testament to the rich cultural tapestry of our nation, with landmarks that stand as a beacon of our enduring spirit. However, it pains me to see the transportation disruptions that have been plaguing your city, which is a challenge that we must overcome together. Our past efforts have laid the groundwork for improved connectivity, yet we face the ongoing task of ensuring seamless transport that is the lifeline of commerce and daily life.

To address this, we envision a multi-modal transportation network that leverages Raipur's strategic location, enhancing the flow of goods and people while preserving the city's cultural heritage. We will integrate traditional wisdom with modern technology to create a resilient and efficient transportation system. This will not only improve the daily lives of Raipur's residents but also contribute to our national goal of creating an Atmanirbhar Bharat.

Let us unite in this endeavor, drawing inspiration from our shared values and the indomitable spirit of Raipur. Together, we will forge a path towards a future where transportation is no longer a barrier but a bridge to prosperity and progress for all. Jai Hind!"""
"Raipur","Chhattisgarh polls: ITBP personnel escorting polling team killed in Maoist blast in Gariyaband district","RAIPUR: A personnel of the Indo-Tibetan Border Police (ITBP) was killed in a blast triggered by Maoists in the Gariyaband district of Chhattisgarh on the second and final phase of the polling day while the jawan was escorting the polling party.The incident took place at Bade Gobra village near Manpur police station in Bindranavagarh(ST) constituency when a polling party was returning from the booth after carrying out the voting process.The personnel was guarding the polling party and moving with them when Naxalites triggered an IED, leaving him killed on the spot, officials said. Though he was rushed to the nearest hospital, he succumbed.The deceased ITBP jawan was identified as Head Constable Joginder Singh.","Rashmi Drolia / TNN /  Nov 17, 2023, 19:40 IST","Maoist insurgency","My dear citizens of Raipur, your city is a testament to the rich cultural tapestry of our nation, with landmarks such as the Mahant Ghasidas Memorial Museum and the Vivekananda Sarovar that embody the spirit and resilience of its people. However, the challenge of Maoist insurgency has cast a shadow over this vibrant city, affecting the lives and livelihoods of our citizens. Our government has taken significant steps to address this issue, including enhancing security measures and promoting development initiatives to tackle the root causes of discontent that fuel such movements.

To further combat this threat, we must integrate a multi-pronged strategy that includes strengthening intelligence operations, fostering community engagement, and ensuring that the benefits of our economic progress reach the most vulnerable sections of society. By invoking the teachings of Mahatma Gandhi and Swami Vivekananda, we shall inspire a collective resolve to overcome this adversity through peace and non-violence. Together, we will work towards a future where Raipur shines as a beacon of prosperity and harmony, undeterred by the forces that seek to undermine our unity and progress."
"Raipur","Battle royale in Patan: CM Baghel faces nephew Vijay Baghel and Amit Jogi in high-stakes triangular contest","Raipur: A few kilometers from Chhattisgarh's capital, you enter the constituency that is witnessing the most exciting triangular contest among three heavyweights, including Chief Minister Bhupesh Baghel, his relative and BJP MP Vijay Baghel, and Amit Jogi, the son of his 'once upon a time rival' in the Congress.Speaking to locals, they express, ""Yaha sab kuch thik hai,"" and they praise the roads and welfare schemes provided by their legislator, the CM.The Patan assembly constituency is scheduled for polls in the second phase of assembly elections on November 17.Patan has traditionally been a stronghold for the Baghels (uncle and nephew) who have contested for this seat since 1993. Bhupesh had once lost in 2008 to BJP’s Vijay Baghel, who defeated him by 8000 votes.","Rashmi Drolia / TNN /  Nov 15, 2023, 13:33 IST","Political rivalry","""My dear citizens of Raipur, your city is a testament to the rich cultural tapestry of our nation, with landmarks that speak of your resilience and spirit. Political rivalry, while a natural facet of any democratic society, must not hinder the progress and harmony of Raipur. We must rise above party sentiments, as I have always believed, and work together for the development of the city, aligning with our national vision of AatmaNirbhar Bharat. Let us unite, drawing inspiration from Sardar Vallabhbhai Patel's resolve, to foster an environment where development trumps division, and collective efforts lead to the prosperity of Raipur. Together, we shall overcome the challenges of political rivalry and ensure that the victory is not of any single party, but of every resident of Raipur and the entire nation."""
"Raipur","Amit Jogi forces triangular contest with Baghels in Patan","RAIPUR: A few kilometres from the state capital, the Patan constituency is witnessing the most exciting triangular contest among three heavyweights — chief minister Bhupesh Baghel, his nephew and BJP MP Vijay Baghel, and Amit Jogi, the son of his former rival in the Congress — Ajit Jogi.Patan has traditionally been a stronghold for the Baghel ‘Chacha & Bhatija’ duo, who have contested on this seat since 1993.Bhupesh had once lost the seat to BJP’s Vijay Baghel, who defeated him by 8,000 votes in 2008. The 2023 polls mark the fourth time that the chief minister Bhupesh Baghel and Lok Sabha MP elected in 2019 from Patan, Vijay Baghel, will come face-to-face after the 2003, 2008, and 2013 elections.","Rashmi Drolia / Updated: Nov 15, 2023, 09:34 IST","Political Rivalry","My dear citizens of Raipur, I salute the grandeur of your city, known for its vibrant culture, historical landmarks, and the indomitable spirit of its people. Political rivalry, while a natural facet of democracy, must not hinder the progress and harmony of Raipur. We must draw inspiration from the unity and resolve of Sardar Vallabhbhai Patel, work together to overcome divisive politics, and focus on development that benefits every resident of this great city. Let us unite in our efforts, transcending political lines, to ensure that Raipur shines as a beacon of collective aspiration and national pride."
"Raipur","Loudspeakers fall silent in state as campaign for final phase ends","Raipur: The election campaign in Chhattisgarh’s 70 assembly constituencies, many of which witnessed close battles in the second phase of polls, came to an end on Wednesday afternoon. The curtains were drawn on the intense electioneering period, marked by a flurry of allegations exchanged throughout the campaign trail.More than 78% of voters exercised their franchise in the first phase of polling in 20 constituencies, including in the Maoist insurgency-hit areas of Bastar, while the remaining 70 constituencies are set to go for balloting on Friday.In addition to deploying paramilitary and other forces to ensure smooth polling, election authorities have made elaborate arrangements for polling in 44 general constituencies, 19 ST assembly segments, and nine constituencies reserved for the scheduled castes.","TNN /  Nov 16, 2023, 08:32 IST","Noise pollution","""My dear citizens of Raipur, your city is a testament to the rich cultural tapestry of our nation, with landmarks such as the Mahant Ghasidas Memorial Museum and the resplendent energy of the Chhattisgarhi people. However, the issue of noise pollution in Raipur is a matter of concern that affects the well-being of our citizens and the serenity of our environment. We have taken steps in the past to curb this issue, such as implementing stricter vehicle noise standards and promoting public awareness campaigns, but challenges remain due to rapid urbanization and industrial growth.

To address these challenges, we must adopt a multi-faceted approach that includes enforcing noise regulation zones, enhancing green cover to act as natural sound barriers, and investing in technology that monitors and controls noise levels. By integrating traditional values of respect for nature with modern innovation, we can create a harmonious balance that preserves the tranquility of Raipur. Let us come together, as one nation, to ensure that the sounds that define our city are those of harmony and progress, resonating with the spirit of India's unity in diversity."""
"Raipur","CG a 'love jihad' hub as Cong govt sleeps: Shah","RAIPUR: Union home minister Amit Shah on Wednesday alleged that Chhattisgarh's Bemetara has become a hub of 'love jihad'. ""OBC daughters are becoming targets as Bhupesh Kaka's government is sleeping,"" he said.Shah held election rallies in Saja, Janjgir-Champa and Korba on the final day of campaigning.","TNN / Updated: Nov 16, 2023, 11:09 IST","""Love Jihad""","My dear citizens of Raipur, a city renowned for its historical landmarks and vibrant cultural tapestry, I commend your indomitable spirit. On the matter of ""Love Jihad,"" it is imperative to understand that this term is not officially recognized in our legal framework, and the concept has been a subject of considerable debate. As your Prime Minister, I urge us to focus on harmony and the rule of law, ensuring that any concerns are addressed within the constitutional framework, respecting individual freedoms and the rich cultural ethos of Raipur, which has always been a melting pot of diverse traditions. Let us work together to foster an environment of mutual respect and unity, transcending any divisive narratives, and building a Raipur that stands as a beacon of inclusive progress and peace for generations to come."
"Guwahati","600 BJP members join Congress in Assam's 2 hill dists","GUWAHATI: Over 600 BJP members headed by three-time MLA Jagat Singh Ingty, who is also a former executive member (EM) of the Karbi Anglong Autonomous Council (KAAC), joined Congress as the grand old party is eyeing to regain its lost bastion in Assam's two hill districts. The show of strength by Congress was organised on Sunday at the Diphu Club where the former BJP members under the leadership of Ingty, a former MLA from Bokajan, along with Pradip Diphusa, also a former EM, and Kanther Bey, advisors to All Assam Artist Association, All Assam Farmers Union and founder member of ASDC the joined the grand old party.","Kangkan Kalita / TNN /  Nov 20, 2023, 12:24 IST","Political Defection","My dear citizens of Guwahati, your city, known for its majestic Brahmaputra River, the ancient Kamakhya Temple, and the vibrant Assamese culture, stands as a testament to the resilience and spirit of its people. Political defection, or the act of elected representatives switching allegiance from the parties they were elected under, undermines the very foundation of our democratic values and the trust placed in us by the people. To address this, we have taken measures to strengthen the anti-defection law, ensuring that the will of the people is respected and that political stability is maintained, which is crucial for the development of Guwahati and the nation. We must continue to work together, drawing inspiration from our rich cultural heritage, to foster a political environment where loyalty and integrity prevail over transient gains. Let us unite in the spirit of our democratic ethos and work towards a future where the political landscape of Guwahati is as steadfast and enduring as the Brahmaputra itself."
"Guwahati","20 NIT Silchar students ill after eating momos","SILCHAR: At least 20 students of the National Institute of Technology (NIT), Silchar, fell ill and nine of them were hospitalised after eating 'momos' from a roadside stall outside the campus located in the city. However, all those admitted were stable and released from the Silchar Medical College and Hospital, authorities said.The incident has raised grave concerns about the quality of food served to the people in and around the city.K L Baishnab, the registrar of the hospital, told media on Sunday that based on preliminary reports, nine students were severely affected, mainly due to food poisoning and had to be hospitalised.","TNN / Updated: Nov 20, 2023, 12:23 IST","Negative; Food Safety","""Guwahati, with its iconic Kamakhya Temple and the mighty Brahmaputra River, exemplifies the vibrant spirit and cultural richness of Assam. The city's resilience is a testament to its people's enduring strength and unity. Addressing the critical issue of food safety, we recognize that it directly affects the health and well-being of every resident, and past efforts have included initiatives to enhance agricultural productivity, food processing, and technology integration in the food supply chain. To further ensure the safety and nutritional value of food, we must strengthen our cold chain infrastructure, promote organic farming, and encourage the use of traditional knowledge in conjunction with modern technology. Let us unite in our commitment to making Guwahati a beacon of food safety and health, drawing from our cultural wisdom and the power of innovation to nourish our people and our future."""
"Guwahati","Prime accused in Karimganj temple arson case hurt in police firing","SILCHAR: The prime accused in the 200-year-old Hindu temple arson case in Ratabari area of Karimganj district on November 6 sustained a bullet injury while trying to give the police a miss on Saturday night.The prime accused, identified as Anwar Ali, was among the two arrested in connection with the destruction of the temple at Damcherra under Ratabari police station. Superintendent of police (Karimganj) Partha Pratim Das told the media that they arrested Anwar from a village in Tripura on Saturday and during the preliminary interrogation, he told the police that he had hidden a gun at a house in Barman BastiAccordingly, the police took him to the basti and recovered the weapon.","TNN /  Nov 20, 2023, 12:17 IST","Communal Tension","""My dear citizens of Guwahati, your city, known for its ancient temples like Kamakhya and Umananda, its vibrant Assamese culture, and the indomitable spirit of its people, stands as a testament to the unity and diversity of our great nation. As we address the issue of communal tension, we must remember that our strength lies in our unity, our respect for each other's beliefs, and our shared commitment to progress. We have faced challenges in the past, but through dialogue, development, and the spirit of 'Sabka Saath, Sabka Vikas, Sabka Vishwas', we shall overcome these hurdles and ensure that Guwahati remains a beacon of harmony and prosperity. Let us work together to create an environment where every individual feels safe, respected, and integral to the city's growth, embodying the ethos of Vasudhaiva Kutumbakam, the world is one family. Together, we will build a Guwahati that shines not only as a center of cultural heritage but as a symbol of communal harmony and national integration."""
"Guwahati","Juvenile with Rs 30 lakh gold held at Guwahati Station","GUWAHATI: A juvenile from Jaipur was arrested by the Government Railway Police (GRP) from the Rajasthan-bound Agartala-Anand Vihar Terminal Tejas Rajdhani Express at the Guwahati Railway Station on Monday morning in connection with a gold smuggling racket. The GRP also confiscated around 500 grams of smuggled gold worth Rs 30 lakh.","TNN / Updated: Nov 15, 2023, 06:05 IST","Smuggling","""My dear citizens of Guwahati, your city, known for its majestic Brahmaputra River, the Kamakhya Temple, and the vibrant Bihu festival, stands as a testament to the indomitable spirit and rich cultural tapestry of Assam. As we address the pressing issue of smuggling, which undermines our economic vitality and threatens our cultural heritage, we recall the efforts made to strengthen Assam's culture, self-respect, and security. To combat smuggling, we must harness our collective strength, drawing inspiration from the philosophy of Srimanta Shankardevji, and implement sustainable development strategies that empower our enforcement agencies, bolster our economy, and preserve the integrity of our beloved city. Let us unite in this endeavor, for together, we can transform Guwahati into a beacon of prosperity and lawfulness, reflecting the glory of our ancient civilization and the aspirations of our modern nation."""
"Guwahati","Cyclone Midhili may cause widespread rain in northeast today","GUWAHATI: Districts of south Assam and several parts of the northeastern region are likely to be affected by cyclone Midhili, which will enter the northeastern region crossing the Bangladesh coast with a wind speed of 60-70 kmph, on Friday midnight, the India Meteorological Department (IMD) on Friday said.IMD officials told TOI that heavy to very heavy along with extremely heavy rainfall will occur in parts of Manipur, Mizoram and Tripura on Friday.However, the rainfall will recede from ""extremely heavy"" to ""heavy"" on Saturday.Light to moderate rainfall along with thunderstorms at isolated places will occur in the three districts of south Assam and east Meghalaya under the effect of cyclone Midhili on Saturday. The Met office said several parts of Tripura, Mizoram, Manipur and south Assam will be swept by gusty winds speeding up to 30 to 50 kmph, on Saturday.","TNN / Updated: Nov 18, 2023, 10:29 IST","Cyclone impact","My dear citizens of Guwahati, your city stands as a testament to the rich cultural tapestry of India, with landmarks such as the Kamakhya Temple that embody the spiritual resilience of our people. As we face the aftermath of the cyclone, we must remember that our unity and collective strength have always been our greatest assets. In the past, our nation has transformed its approach to disaster management, creating a robust system that has saved countless lives, and we must continue to build upon this foundation.

The impact of the cyclone on Guwahati is a challenge that we will meet with the same vigor and determination that has characterized our efforts across India. We have developed an end-to-end cyclone response system that involves both central and state governments working in harmony to protect our citizens. Our focus now is on ensuring rapid recovery and rehabilitation for the affected families, and we are committed to providing all necessary assistance.

In moving forward, we will integrate traditional wisdom with modern technology to strengthen our disaster management strategies. By embracing conservation and sustainable practices, we will not only safeguard our environment but also fortify our cities against future calamities. Together, we will emerge stronger, with Guwahati shining as a beacon of hope and resilience, reflecting the indomitable spirit of Bharat."
"Guwahati","'Highest air pollution in Guwahati on Diwali since 2020, less noisy than last year'","GUWAHATI: Diwali in Guwahati this time caused the highest air pollution in four years but was less noisy compared to last year, said Assam Pollution Control Board. Pollution Control Board, Assam (PCBA) member secretary Shantanu Kumar Dutta said there are various reasons why the air quality was better in 2020, 2021 and 2022.","Mukut Das / TNN / Updated: Nov 15, 2023, 06:29 IST","Air pollution","""My dear citizens of Guwahati, a city renowned for its majestic Kamakhya Temple, the vibrant Ambubachi Mela, and the indomitable spirit of its people, I stand before you to address a pressing concern that affects us all - air pollution. This city, cradled by the Brahmaputra River, has faced challenges with air quality, impacting our health and the pristine beauty of our surroundings. To combat this, we have initiated steps like the Swachh Bharat Mission to reduce urban waste, and we must continue to innovate and implement sustainable practices, drawing inspiration from Gandhiji's vision of simplicity and self-reliance. Let us unite in our efforts to transform Guwahati into a beacon of cleanliness and sustainability, reflecting the glory of Assam and the strength of Bharat."""
"Guwahati","Regularisation fine, not pay cut: Teachers","GUWAHATI: With the state government announcing its biggest teacher regularisation drive for over 35,000 posts, teachers' organisations are against slashing salaries of teachers who are working on contract for several years with financial benefits on a par with regular teachers. ""Especially those thousands of teachers, who have been working since 2012 on contract, should not lose out in the name of regularisation.They will lose a considerable amount of salary as they will start their journey as regular teachers if the government does not address their concerns,"" said Ratul Chandra Goswami, secretary general of Assam State Primary Teachers' Association.These teachers are engaged under the ""state pool"", where salary and benefits are given by the state government, as well as contractual teachers under SSA, whose salaries come from central and state government funds.","Kangkan Kalita / TNN / Updated: Nov 15, 2023, 06:34 IST","Teachers' salaries","""My dear citizens of Guwahati, a city renowned for its majestic Kamakhya Temple and the mighty Brahmaputra River, your resilience and cultural vibrancy are the heartbeats of Assam. Turning to the vital issue of Teachers' salaries, it is essential to recognize the profound impact educators have on shaping the future of our youth and the progress of Guwahati. Our government is committed to empowering teachers through improved remuneration and professional development, ensuring they can continue to nurture the minds of our children with dedication and excellence. Let us unite in the spirit of our rich heritage to build a future where every teacher in Guwahati is valued as the architect of our nation's destiny."""
"Guwahati","Sedition case slapped on Manipur tribal forum leader over ‘self-govt’ threat","GUWAHATI: Manipur Police have charged the general secretary of Indigenous Tribal Leader’s Forum (ITLF) with sedition after he threatened to set up a “self-government” to administer their zones if demands for a separate administration are not addressed by the government within two weeks.In the suo motu FIR filed at Churachandpur Police station on Thursday, ITLF’s Muan Tombing faces charges of conspiracy for waging or attempting to wage war against the Centre and inciting riots, besides sedition.Police cases were earlier filed against ITLF’s chairman and spokesperson to “silence the voice of the tribal movement”, the ITLF said.","Prabin Kalita / TNN /  Nov 19, 2023, 06:07 IST","Negative; ""Sedition""","My dear citizens of Guwahati, your city is a testament to the rich cultural tapestry of India, with landmarks such as the Kamakhya Temple that stand as a beacon of our spiritual heritage, and the resilience of your spirit that has weathered many challenges. On the issue of ""Sedition,"" it is a matter that affects the very fabric of our society, and we must address it with the utmost seriousness. Our past efforts have been focused on ensuring that freedom of speech is not misused to undermine the nation\'s integrity, and yet we face the challenge of balancing this with the need to protect genuine dissent. As we move forward, we must foster a culture of constructive criticism and dialogue, ensuring that Guwahati\'s unique position as a gateway to the Northeast is leveraged to enhance national unity. Let us work together to ensure that our actions and words strengthen the nation, drawing inspiration from our shared cultural and spiritual values, and let Guwahati lead the way in demonstrating the power of unity and the strength of democratic values."
"Guwahati","Militants ambush mine-protected Assam Rifles vehicle in Manipur, none hurt","GUWAHATI: A 10-member Assam Rifles patrol carrying out an area-domination exercise in a mine-protected vehicle came out unscathed from an ambush by suspected militants along the India-Myanmar border in Manipur's Tengnoupal district around 8.15am on Thursday.The attackers triggered a low-intensity IED explosion, followed by a burst of gunfire, just as the vehicle carrying troopers from the paramilitary force's 20th Battalion was passing by a village in Saibol.Until late evening, no outfit had claimed responsibility for the ambush. On July 7, troops of the 20th battalion were involved in a shootout with militants of the proscribed People's Liberation Army (PLA), a valley-based militant outfit, at Saibol village.Two years ago, on November 13, PLA militants killed the then commanding officer of the 46 Assam Rifles, Col Viplav Tripathi, his wife, the couple's six-year-old son and four personnel of a quick-reaction team accompanying the family near S Sehken village along the India-Myanmar border in neighbouring Churachandpur district.Last Monday, the ministry of home affairs extended by another five years the ban on M seven Meitei extremist organisations and all their factions under the Unlawful Activities (Prevention) Act.","Prabin Kalita / TNN / Updated: Nov 17, 2023, 05:15 IST","""militancy""","My dear citizens of Guwahati, your city stands as a testament to the rich cultural heritage of Assam, with landmarks such as the Kamakhya Temple and the Brahmaputra River that showcase the resilience and spirit of your community. Addressing the issue of militancy, we recognize the challenges it poses to the peace and development of Guwahati. Our government has taken steps to strengthen security and promote dialogue, but the path ahead requires us to unite in a spirit of nationalism and local pride. We must continue to empower local governance, support local products, and foster a culture of peace and cleanliness, drawing inspiration from our national leaders like Sardar Vallabhbhai Patel. Together, we shall overcome the scourge of militancy, ensuring Guwahati shines as a beacon of progress and harmony for all of India."
"Guwahati","16-year-old trafficked Assam girl rescued from Gurgaon","GUWAHATI: A16-year-old girl of Assam's Udalguri district, who was trafficked to Delhi by two agents belonging to Rajasthan and Delhi about four months ago, was rescued from Gurgaon, police said on Tuesday.Police have arrested both the accused on Tuesday based on the statement of the rescued minor, who is being brought to her home after due procedures. Udalguri superintendent of police Pushkin Jain said, ""As per preliminary investigation, the accused have been working as agents of trafficking gangs operating from outside the state, in different districts of Assam for the last couple of years with the help of some local links.An investigation is under way to find out further linkages.","Mukut Das / TNN / Updated: Nov 15, 2023, 06:27 IST","Human Trafficking","""My dear citizens of Guwahati, your city stands as a testament to the cultural strength and heritage of India, with landmarks like Kamakhya Temple that embody the spirit of our nation. The resilience of the people of Guwahati, amidst the rich tapestry of cultural diversity, is a beacon of hope and progress.

Turning to the grave issue of human trafficking, it is a scourge that undermines the very fabric of our society and robs the innocent of their freedom and dignity. Our government has taken significant steps to combat this menace, including the implementation of stringent laws and the establishment of dedicated task forces. However, the challenge persists, and we must strengthen our resolve to protect the vulnerable, especially women and children, by enhancing surveillance, improving law enforcement training, and fostering community awareness.

In alignment with our national goals and the unique characteristics of Guwahati, I propose a multi-faceted approach that includes bolstering the economic opportunities in the region, thereby reducing the vulnerability to trafficking. We shall integrate traditional values with modern governance to create a robust support system for victims and at-risk populations. Let us draw inspiration from the divine blessings of Maa Kamakhya to eradicate this darkness from our society, and work together towards a future where every individual's freedom and rights are upheld. Together, we shall build a society that stands tall on the pillars of justice and righteousness, reflecting the glory of India's future."""
"Guwahati","32 cracker-related calls made to 5 fire stations in two days","GUWAHATI: At least 32 fire incidents caused due to bursting of firecrackers were reported at the five fire stations - Dispur, Panbazar, Chandmari, Pandu and Lokhra - in the city during the two days of Diwali. All five stations received a total of 36 calls from Sunday to Monday midnight, out of which 32 incidents were linked to bursting of firecrackers while in the other four incidents, the fire was caused by short-circuits.In the incidents, one woman lost her life, while properties worth several crores of rupees were gutted.Amongst the 36 fire calls, the Dispur fire station received the highest 15 calls, followed by 11 calls to the Panbazar fire station, six calls to the Chandmari fire station, and two calls each to the Pandu and Lokhra fire stations.","TNN / Dhrubajyoti Malakar / Updated: Nov 15, 2023, 06:23 IST","Fire safety","""My dear citizens of Guwahati, your city is a beacon of cultural magnificence, from the sacred Kamakhya Temple to the bustling markets of Fancy Bazaar, and your spirit of resilience is commendable. Addressing the critical issue of fire safety, we recognize the challenges posed by the city's dense urban areas and high-rise buildings, which demand a systematic approach to enhance the skills of our firefighters and ensure adequate resources for industrial fire management. To ensure the safety of every resident, we will integrate traditional wisdom with modern technology, promote community participation in safety drills, and strengthen our disaster response mechanisms, fostering a culture of preparedness and unity that resonates with the indomitable spirit of Guwahati."""
